City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
255,Costinesti,RO,43.95,28.6333,42.06,85,96,20.6,overcast clouds,2022-04-11 00:18:49
256,Shenjiamen,CN,29.9576,122.298,61.41,97,69,12.01,broken clouds,2022-04-11 00:18:49
257,Pleasanton,US,37.6624,-121.8747,70.16,45,0,17.27,clear sky,2022-04-11 00:15:34
258,Belyy Yar,RU,53.6039,91.3903,24.85,69,0,0.0,clear sky,2022-04-11 00:18:47
259,Kota Belud,MY,6.351,116.4305,78.82,80,100,5.53,light rain,2022-04-11 00:18:50
260,Jolalpan,MX,18.325,-98.8417,93.16,20,84,8.68,broken clouds,2022-04-11 00:18:50
261,Llanes,ES,43.4198,-4.7549,61.3,69,94,10.02,overcast clouds,2022-04-11 00:18:51
262,Taft,IR,31.7471,54.2088,60.75,25,0,6.91,dust,2022-04-11 00:18:51
263,Seoul,KR,37.5683,126.9778,67.57,49,20,8.05,few clouds,2022-04-11 00:17:12
264,Coari,BR,-4.085,-63.1414,74.44,96,100,2.82,heavy intensity rain,2022-04-11 00:18:51
265,Kirakira,SB,-10.4544,161.9205,83.37,73,84,3.98,broken clouds,2022-04-11 00:18:52
266,Katsuura,JP,35.1333,140.3,64.83,80,100,13.98,overcast clouds,2022-04-11 00:18:52
267,Ballina,AU,-28.8667,153.5667,78.98,79,34,7.7,scattered clouds,2022-04-11 00:18:52
268,Karakol,KG,42.4907,78.3936,46.81,46,57,6.38,broken clouds,2022-04-11 00:18:53
269,Dingle,PH,10.9995,122.6711,73.83,91,100,12.64,light rain,2022-04-11 00:18:15
270,Asau,RO,46.4333,26.4,41.95,73,100,6.44,overcast clouds,2022-04-11 00:18:53
271,Manokwari,ID,-0.8667,134.0833,78.82,85,100,13.04,overcast clouds,2022-04-11 00:18:54
272,Simpang,ID,-1.2667,104.0833,75.06,96,83,2.28,heavy intensity rain,2022-04-11 00:18:54
273,Dhule,IN,20.9,74.7833,83.21,25,60,7.99,broken clouds,2022-04-11 00:17:13
274,Timmins,CA,48.4669,-81.3331,42.62,42,75,4.61,broken clouds,2022-04-11 00:18:01
275,Ilulissat,GL,69.2167,-51.1,17.62,67,100,1.14,overcast clouds,2022-04-11 00:18:55
276,Kununurra,AU,-15.7667,128.7333,84.18,51,13,1.14,few clouds,2022-04-11 00:18:55
277,Swellendam,ZA,-34.0226,20.4417,63.23,75,1,3.06,clear sky,2022-04-11 00:18:55
278,Gamba,GA,-2.65,10.0,76.28,93,59,1.16,light rain,2022-04-11 00:19:56
279,Iqaluit,CA,63.7506,-68.5145,24.53,79,100,6.91,light snow,2022-04-11 00:19:56
280,Fortuna,US,40.5982,-124.1573,55.92,66,75,11.5,broken clouds,2022-04-11 00:19:57
281,Guerrero Negro,MX,27.9769,-114.0611,66.04,65,0,15.55,clear sky,2022-04-11 00:18:55
282,Quatre Cocos,MU,-20.2078,57.7625,77.11,77,47,17.78,light rain,2022-04-11 00:19:57
283,Shuyskoye,RU,59.3736,41.0305,32.86,98,99,1.52,light snow,2022-04-11 00:19:58
284,Iquitos,PE,-3.7481,-73.2472,77.04,88,40,4.61,scattered clouds,2022-04-11 00:19:24
285,Nanyang,CN,32.9947,112.5328,68.47,74,0,5.28,clear sky,2022-04-11 00:19:58
286,Victoria,HK,22.2855,114.1577,75.96,81,6,3.0,clear sky,2022-04-11 00:19:59
287,Kasongo,CD,-4.45,26.6667,68.7,92,99,1.07,overcast clouds,2022-04-11 00:19:59
288,Dakar,SN,14.6937,-17.4441,68.13,94,0,11.5,clear sky,2022-04-11 00:17:45
289,Tezu,IN,27.9167,96.1667,67.87,86,76,1.79,moderate rain,2022-04-11 00:20:00
290,Brae,GB,60.3964,-1.353,36.01,64,100,2.68,overcast clouds,2022-04-11 00:20:00
291,Lima,PE,-12.0432,-77.0282,66.45,77,0,9.22,clear sky,2022-04-11 00:15:13
292,Oyotun,PE,-6.8519,-79.3036,77.74,72,79,4.83,broken clouds,2022-04-11 00:20:01
293,Kargasok,RU,59.0556,80.8572,9.73,94,75,3.24,broken clouds,2022-04-11 00:20:01
294,Sao Joao Da Barra,BR,-21.6403,-41.0511,74.97,89,20,8.93,few clouds,2022-04-11 00:20:02
295,Inyonga,TZ,-6.7167,32.0667,63.09,90,42,4.07,scattered clouds,2022-04-11 00:20:02
296,Sobolevo,RU,54.4299,31.8996,39.38,70,100,5.06,overcast clouds,2022-04-11 00:20:03
297,Myitkyina,MM,25.3833,97.4,68.25,80,25,1.86,scattered clouds,2022-04-11 00:20:04
298,Barcelos,PT,41.5388,-8.6151,57.92,83,61,13.13,broken clouds,2022-04-11 00:16:05
299,Tigzirt,DZ,36.8886,4.1198,61.14,63,70,10.65,broken clouds,2022-04-11 00:20:05
300,Georgetown,MY,5.4112,100.3354,80.53,93,20,2.3,few clouds,2022-04-11 00:17:56
301,Marawi,PH,7.9986,124.2928,72.25,90,100,6.93,overcast clouds,2022-04-11 00:20:05
302,Khuzhir,RU,53.1939,107.3397,29.5,77,99,8.05,overcast clouds,2022-04-11 00:20:06
303,Bam,IR,29.106,58.357,72.46,15,0,23.62,clear sky,2022-04-11 00:20:06
304,Portland,US,45.5234,-122.6762,45.84,87,100,6.91,light rain,2022-04-11 00:16:11
305,Dodola,ET,6.9833,39.1833,52.5,83,67,3.78,broken clouds,2022-04-11 00:20:07
306,Road Town,VG,18.4167,-64.6167,78.89,78,20,5.75,few clouds,2022-04-11 00:17:37
307,Port-Gentil,GA,-0.7193,8.7815,80.17,85,25,10.69,scattered clouds,2022-04-11 00:20:08
308,Ancud,CL,-41.8697,-73.8203,48.22,80,39,3.96,scattered clouds,2022-04-11 00:16:46
309,Tupik,RU,54.4253,119.9327,24.06,71,100,3.62,overcast clouds,2022-04-11 00:20:08
310,Poum,NC,-20.2333,164.0167,80.08,78,87,11.41,overcast clouds,2022-04-11 00:20:09
311,Salalah,OM,17.0151,54.0924,78.89,78,0,3.44,clear sky,2022-04-11 00:20:10
312,Alta Floresta,BR,-9.8756,-56.0861,73.33,92,85,3.42,overcast clouds,2022-04-11 00:20:10
313,Isangel,VU,-19.55,169.2667,84.13,65,17,9.1,few clouds,2022-04-11 00:16:07
314,Kuytun,RU,54.3419,101.5036,28.17,84,100,11.21,overcast clouds,2022-04-11 00:20:11
315,Juneau,US,58.3019,-134.4197,44.22,32,20,14.97,few clouds,2022-04-11 00:20:11
316,Champerico,GT,14.3,-91.9167,86.54,64,25,6.49,scattered clouds,2022-04-11 00:20:12
317,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,75,12.66,broken clouds,2022-04-11 00:20:13
318,Tzucacab,MX,20.0667,-89.05,82.8,39,14,8.05,few clouds,2022-04-11 00:20:13
319,George,ZA,-33.963,22.4617,53.15,100,100,3.44,overcast clouds,2022-04-11 00:20:14
320,Catamarca,AR,-28.4696,-65.7852,71.58,82,6,4.81,clear sky,2022-04-11 00:19:39
321,Aras,ES,42.5617,-2.356,52.23,76,100,20.71,overcast clouds,2022-04-11 00:20:14
322,Broome,US,42.2506,-75.833,39.61,68,100,12.66,overcast clouds,2022-04-11 00:21:15
323,Bhag,PK,29.0415,67.8239,85.96,15,100,4.99,overcast clouds,2022-04-11 00:21:16
324,Sidi Ali,DZ,36.0998,0.4206,62.31,55,75,3.31,broken clouds,2022-04-11 00:21:16
325,Shakawe,BW,-18.3667,21.85,63.16,96,52,4.72,broken clouds,2022-04-11 00:21:16
326,Itarema,BR,-2.9248,-39.9167,76.19,90,92,5.06,overcast clouds,2022-04-11 00:21:17
327,Namatanai,PG,-3.6667,152.4333,84.79,65,94,4.92,overcast clouds,2022-04-11 00:21:17
328,Mount Pleasant,US,32.7941,-79.8626,63.0,63,0,6.91,clear sky,2022-04-11 00:18:00
329,Pak Phanang,TH,8.3511,100.202,78.82,82,92,3.11,overcast clouds,2022-04-11 00:21:18
330,Teya,RU,60.3778,92.6267,7.61,99,99,2.08,overcast clouds,2022-04-11 00:21:18
331,Minudasht,IR,37.2289,55.3747,49.57,93,40,0.0,scattered clouds,2022-04-11 00:21:18
332,Haines Junction,CA,60.7522,-137.5108,31.95,29,48,11.5,scattered clouds,2022-04-11 00:21:19
333,Eureka,US,40.8021,-124.1637,56.19,71,62,5.01,broken clouds,2022-04-11 00:21:19
334,Matay,EG,28.419,30.7792,68.49,42,75,11.52,broken clouds,2022-04-11 00:21:20
335,Ozernovskiy,RU,51.5,156.5167,31.44,75,86,16.11,overcast clouds,2022-04-11 00:21:20
336,Chokurdakh,RU,70.6333,147.9167,-7.1,97,100,2.91,overcast clouds,2022-04-11 00:21:21
337,Ribeira Grande,PT,38.5167,-28.7,57.9,67,100,29.44,overcast clouds,2022-04-11 00:21:21
338,Roald,NO,62.5833,6.1333,40.75,56,100,16.11,overcast clouds,2022-04-11 00:21:21
339,Ust-Nera,RU,64.5667,143.2,0.07,89,77,5.79,broken clouds,2022-04-11 00:21:22
340,Brigantine,US,39.4101,-74.3646,47.05,54,40,11.5,scattered clouds,2022-04-11 00:21:23
341,Soure,BR,-0.7167,-48.5233,76.77,86,100,7.92,overcast clouds,2022-04-11 00:21:23
342,Vao,NC,-22.6667,167.4833,77.45,84,72,18.5,broken clouds,2022-04-11 00:21:24
343,Umm Kaddadah,SD,13.6017,26.6876,81.5,9,42,12.06,scattered clouds,2022-04-11 00:21:24
344,Topchikha,RU,52.8192,83.1185,28.76,78,8,7.38,clear sky,2022-04-11 00:21:25
345,Kargil,IN,34.5667,76.1,29.57,59,2,3.98,clear sky,2022-04-11 00:21:25
346,Forest,US,37.3638,-79.2897,57.25,28,0,0.0,clear sky,2022-04-11 00:21:25
347,Maceio,BR,-9.6658,-35.7353,74.64,88,0,5.75,clear sky,2022-04-11 00:21:26
348,Buala,SB,-8.145,159.5921,81.07,79,94,4.45,overcast clouds,2022-04-11 00:21:26
349,Shipunovo,RU,52.1582,82.2173,30.79,87,8,9.53,clear sky,2022-04-11 00:21:27
350,San Fernando,PH,15.0286,120.6898,81.5,67,100,4.7,overcast clouds,2022-04-11 00:21:27
351,Nemuro,JP,43.3236,145.575,39.02,94,99,7.38,overcast clouds,2022-04-11 00:21:27
352,Shevchenkove,UA,49.6959,37.1735,51.31,69,68,8.16,broken clouds,2022-04-11 00:21:28
353,Nador,MA,35.174,-2.9287,61.05,88,100,4.61,overcast clouds,2022-04-11 00:21:29
354,Manyana,BW,-23.4,21.7167,59.11,93,0,6.49,clear sky,2022-04-11 00:21:29
355,Morant Bay,JM,17.8815,-76.4093,78.42,83,28,10.42,scattered clouds,2022-04-11 00:21:30
356,Fairbanks,US,64.8378,-147.7164,26.6,65,100,5.75,overcast clouds,2022-04-11 00:21:30
357,Marsabit,KE,2.3284,37.9899,68.5,68,48,14.9,scattered clouds,2022-04-11 00:21:30
358,Kavieng,PG,-2.5744,150.7967,84.13,71,100,9.64,overcast clouds,2022-04-11 00:21:31
359,Anloga,GH,5.7947,0.8973,82.09,84,90,7.31,overcast clouds,2022-04-11 00:21:31
360,Mitsamiouli,KM,-11.3847,43.2844,81.88,73,17,5.86,few clouds,2022-04-11 00:21:32
361,Sinnamary,GF,5.3833,-52.95,77.86,87,80,12.12,broken clouds,2022-04-11 00:21:32
362,Ixtapa,MX,20.7,-105.2,78.03,73,40,12.66,scattered clouds,2022-04-11 00:21:32
363,Kibara,TZ,-2.15,33.45,72.25,68,99,8.55,overcast clouds,2022-04-11 00:21:33
364,Muros,ES,42.7762,-9.0603,55.69,89,70,13.31,broken clouds,2022-04-11 00:21:33
365,Warrnambool,AU,-38.3833,142.4833,64.81,54,93,10.98,overcast clouds,2022-04-11 00:21:33
366,Constantine,DZ,36.365,6.6147,51.21,71,0,10.36,clear sky,2022-04-11 00:21:34
367,Tottori,JP,35.5,134.2333,68.07,52,75,10.36,broken clouds,2022-04-11 00:18:57
368,Singapore,SG,1.2897,103.8501,80.55,90,75,2.3,haze,2022-04-11 00:22:34
369,Kijang,KR,35.2442,129.2139,64.13,78,56,5.84,broken clouds,2022-04-11 00:22:35
370,Tanete,ID,-3.9443,119.7848,78.3,84,34,2.57,scattered clouds,2022-04-11 00:22:35
371,Maltahohe,NA,-24.8333,16.9833,58.89,68,0,13.6,clear sky,2022-04-11 00:22:35
372,Dodge City,US,37.7528,-100.0171,67.23,25,0,20.71,clear sky,2022-04-11 00:22:36
373,Aleksandrovskiy Zavod,RU,50.9237,117.9374,27.0,74,55,3.91,broken clouds,2022-04-11 00:22:36
374,Amet,IN,25.3,73.9333,79.03,17,42,8.23,scattered clouds,2022-04-11 00:22:37
375,Rochegda,RU,62.8,43.25,29.59,95,66,5.73,broken clouds,2022-04-11 00:22:37
376,Varzea Da Palma,BR,-17.5981,-44.7308,78.48,61,92,2.26,overcast clouds,2022-04-11 00:22:37
377,San Cristobal,VE,7.7669,-72.225,73.58,65,90,0.83,overcast clouds,2022-04-11 00:22:38
378,Port Macquarie,AU,-31.4333,152.9167,78.89,67,7,3.76,clear sky,2022-04-11 00:20:38
379,Natchez,US,31.5604,-91.4032,74.64,34,0,16.11,clear sky,2022-04-11 00:18:07
380,Pervomayskoye,RU,43.919,46.7102,50.5,73,74,13.02,broken clouds,2022-04-11 00:22:38
381,Porto Novo,BJ,6.4965,2.6036,82.22,85,36,4.14,scattered clouds,2022-04-11 00:22:39
382,Launceston,AU,-41.45,147.1667,60.62,51,75,6.91,broken clouds,2022-04-11 00:22:39
383,Yar-Sale,RU,66.8333,70.8333,33.82,99,100,10.71,overcast clouds,2022-04-11 00:22:40
384,Srivardhan,IN,18.0333,73.0167,78.94,83,100,2.42,overcast clouds,2022-04-11 00:22:40
385,Najran,SA,17.4924,44.1277,70.45,21,0,3.96,clear sky,2022-04-11 00:22:41
386,Santiago Del Estero,AR,-27.7951,-64.2615,75.27,84,79,6.64,broken clouds,2022-04-11 00:22:41
387,Dawlatabad,AF,36.4141,64.9053,67.1,38,100,20.51,overcast clouds,2022-04-11 00:22:41
388,Sungaipenuh,ID,-2.0833,101.3833,65.17,94,79,1.28,broken clouds,2022-04-11 00:22:42
389,Rio Grande,BR,-32.035,-52.0986,71.94,88,87,15.86,overcast clouds,2022-04-11 00:22:42
390,Stornoway,GB,58.2093,-6.3865,44.56,81,40,11.5,scattered clouds,2022-04-11 00:22:42
391,Bainbridge,US,47.6262,-122.5212,48.06,76,75,11.5,broken clouds,2022-04-11 00:22:43
392,Orlik,RU,52.5178,99.825,10.22,86,100,2.55,overcast clouds,2022-04-11 00:22:43
393,Hamilton,US,39.1834,-84.5333,60.75,44,0,13.8,clear sky,2022-04-11 00:19:14
394,Severomuysk,RU,56.1481,113.4267,11.7,93,87,3.0,overcast clouds,2022-04-11 00:18:56
395,Westport,US,41.1415,-73.3579,46.89,56,100,10.36,overcast clouds,2022-04-11 00:22:07
396,Karancslapujto,HU,48.15,19.7333,32.67,95,33,2.51,scattered clouds,2022-04-11 00:22:44
397,Mount Gambier,AU,-37.8333,140.7667,61.48,51,58,8.52,broken clouds,2022-04-11 00:22:44
398,Beringovskiy,RU,63.05,179.3167,30.72,86,100,10.69,overcast clouds,2022-04-11 00:22:45
399,Buchanan,LR,5.8808,-10.0467,79.61,87,65,3.24,broken clouds,2022-04-11 00:22:45
400,Yugorsk,RU,61.3133,63.3319,32.52,97,87,7.58,overcast clouds,2022-04-11 00:22:46
401,Mathbaria,BD,22.2876,89.9593,79.25,83,21,12.26,few clouds,2022-04-11 00:22:46
402,Luba,GQ,3.4568,8.5547,78.69,80,73,6.78,broken clouds,2022-04-11 00:22:46
403,Lucapa,AO,-8.4192,20.7447,63.52,98,61,4.16,broken clouds,2022-04-11 00:22:47
404,Okulovka,RU,58.4008,33.2908,31.82,90,100,5.23,overcast clouds,2022-04-11 00:22:47
405,Laguna,US,38.421,-121.4238,75.61,19,0,10.36,clear sky,2022-04-11 00:20:38
406,Kokopo,PG,-4.352,152.2633,83.57,68,75,1.72,broken clouds,2022-04-11 00:22:48
407,Gladstone,AU,-23.85,151.25,80.78,57,8,11.5,clear sky,2022-04-11 00:21:25
408,Kulhudhuffushi,MV,6.6221,73.07,83.57,73,61,11.23,broken clouds,2022-04-11 00:22:48
409,Saint Anthony,US,45.0205,-93.218,58.96,41,100,16.11,overcast clouds,2022-04-11 00:22:49
410,Erenhot,CN,43.6475,111.9767,42.64,39,100,22.91,overcast clouds,2022-04-11 00:22:49
411,Severo-Kurilsk,RU,50.6789,156.125,31.37,78,90,17.31,overcast clouds,2022-04-11 00:22:50
412,Imbituba,BR,-28.24,-48.6703,75.81,93,100,8.41,overcast clouds,2022-04-11 00:22:21
413,Tucurui,BR,-3.7661,-49.6725,74.73,97,93,3.11,overcast clouds,2022-04-11 00:23:50
414,Dunedin,NZ,-45.8742,170.5036,58.98,54,0,2.73,clear sky,2022-04-11 00:23:50
415,Coquimbo,CL,-29.9533,-71.3436,59.14,81,4,5.91,clear sky,2022-04-11 00:23:16
416,Coracora,PE,-15.0333,-73.7833,50.36,81,68,3.51,broken clouds,2022-04-11 00:23:51
417,Camacupa,AO,-12.0167,17.4833,59.67,98,99,0.98,overcast clouds,2022-04-11 00:23:51
418,Fort Atkinson,US,42.9289,-88.8371,58.55,52,100,4.0,overcast clouds,2022-04-11 00:23:52
419,Lavrentiya,RU,65.5833,-171.0,29.71,82,74,12.41,broken clouds,2022-04-11 00:23:52
420,Saint-Louis,SN,16.3333,-15.0,73.04,36,43,13.22,scattered clouds,2022-04-11 00:23:52
421,Newport,GB,51.5877,-2.9984,46.45,67,100,9.86,overcast clouds,2022-04-11 00:23:53
422,Tessalit,ML,20.1986,1.0114,81.12,6,0,5.41,clear sky,2022-04-11 00:23:53
423,Nanakuli,US,21.3906,-158.1547,84.15,52,100,14.97,overcast clouds,2022-04-11 00:23:53
424,Lingyuan,CN,41.24,119.4011,58.37,37,58,5.79,broken clouds,2022-04-11 00:23:54
425,Touros,BR,-5.1989,-35.4608,80.46,82,100,11.14,overcast clouds,2022-04-11 00:23:54
426,Suluktu,KG,39.9337,69.57,56.68,33,100,7.05,overcast clouds,2022-04-11 00:23:54
427,Norilsk,RU,69.3535,88.2027,-4.86,96,88,4.83,overcast clouds,2022-04-11 00:23:55
428,Majagual,CO,8.5389,-74.6204,78.19,90,98,3.71,overcast clouds,2022-04-11 00:23:55
429,Victoria Point,AU,-27.5833,153.3,80.26,71,2,3.0,clear sky,2022-04-11 00:23:56
430,Iwanai,JP,42.9744,140.5089,57.38,60,68,5.35,broken clouds,2022-04-11 00:23:56
431,Tricase,IT,39.9304,18.3553,51.15,55,7,24.36,clear sky,2022-04-11 00:23:56
432,Corner Brook,CA,48.9667,-57.9484,33.96,97,100,7.47,overcast clouds,2022-04-11 00:23:57
433,Saint-Augustin,CA,51.226,-58.6502,34.32,99,100,10.2,overcast clouds,2022-04-11 00:23:57
434,Dapdap,PH,12.062,125.4881,79.63,88,100,7.31,overcast clouds,2022-04-11 00:23:58
435,Radcliff,US,37.8404,-85.9491,66.16,36,0,10.36,clear sky,2022-04-11 00:23:58
436,Plock,PL,52.5468,19.7064,31.62,93,54,6.82,broken clouds,2022-04-11 00:23:58
437,Bulawayo,ZW,-20.15,28.5833,58.98,94,100,9.13,overcast clouds,2022-04-11 00:23:59
438,Bubaque,GW,11.2833,-15.8333,76.19,69,5,13.24,clear sky,2022-04-11 00:23:59
439,Fayaoue,NC,-20.65,166.5333,80.55,78,53,10.13,broken clouds,2022-04-11 00:23:59
440,Minab,IR,27.1467,57.0801,77.22,58,0,4.12,clear sky,2022-04-11 00:24:00
441,Honiara,SB,-9.4333,159.95,86.49,64,92,1.99,light rain,2022-04-11 00:24:00
442,Avera,US,33.194,-82.5271,63.91,52,0,5.44,clear sky,2022-04-11 00:24:01
443,Neokhorion,GR,41.1833,23.25,46.92,76,56,7.94,broken clouds,2022-04-11 00:24:01
444,Jibuti,DJ,11.5,42.5,73.72,79,3,10.74,clear sky,2022-04-11 00:24:01
445,San Bartolome Jocotenango,GT,15.1928,-91.0772,76.46,72,40,6.08,scattered clouds,2022-04-11 00:24:02
446,Dolinsk,RU,47.35,142.8,32.29,90,100,8.37,snow,2022-04-11 00:24:02
447,Kruisfontein,ZA,-34.0033,24.7314,63.88,93,72,4.0,broken clouds,2022-04-11 00:24:03
448,Villaviciosa,ES,43.4813,-5.4357,61.61,79,73,5.28,broken clouds,2022-04-11 00:24:03
449,Severnyy,RU,50.677,36.5532,53.64,54,0,6.71,clear sky,2022-04-11 00:24:04
450,Ust-Omchug,RU,61.15,149.6333,0.9,81,50,4.97,scattered clouds,2022-04-11 00:24:04
451,Mazatlan,MX,23.2167,-106.4167,78.76,75,40,7.0,scattered clouds,2022-04-11 00:20:00
452,Price,US,39.5994,-110.8107,46.11,14,0,13.8,clear sky,2022-04-11 00:24:05
453,Bereda,ES,43.2686,-7.5406,49.3,96,53,2.82,broken clouds,2022-04-11 00:24:05
454,Yerbogachen,RU,61.2767,108.0108,19.83,90,73,4.05,broken clouds,2022-04-11 00:24:06
455,Rudnichnyy,RU,59.617,52.4703,35.15,100,100,4.59,overcast clouds,2022-04-11 00:24:06
456,Puerto Maldonado,PE,-12.6,-69.1833,77.4,88,0,0.0,clear sky,2022-04-11 00:25:07
457,Shemonaikha,KZ,50.6328,81.9056,32.67,79,2,11.95,clear sky,2022-04-11 00:25:07
458,Galveston,US,29.3669,-94.9669,73.51,79,100,16.11,overcast clouds,2022-04-11 00:25:07
459,Southbridge,US,42.0751,-72.0334,45.52,61,89,5.01,overcast clouds,2022-04-11 00:24:00
460,Pitlochry,GB,56.7051,-3.7343,41.27,92,100,3.71,overcast clouds,2022-04-11 00:25:08
461,Tucuma,BR,-0.1833,-50.05,74.7,93,100,4.52,overcast clouds,2022-04-11 00:25:08
462,Solnechnyy,RU,50.7214,136.6319,30.63,85,98,5.77,overcast clouds,2022-04-11 00:25:09
463,Gumia,IN,23.7833,85.8167,77.58,42,1,2.64,clear sky,2022-04-11 00:25:09
464,Parrita,CR,9.5201,-84.3225,80.53,82,78,3.11,broken clouds,2022-04-11 00:25:10
465,Tual,ID,-5.6667,132.75,79.12,83,100,9.33,overcast clouds,2022-04-11 00:25:10
466,Tromso,NO,69.6496,18.957,35.62,69,20,10.36,few clouds,2022-04-11 00:25:11
467,Dusti,TJ,37.3481,68.664,72.68,29,100,3.94,overcast clouds,2022-04-11 00:25:11
468,Trairi,BR,-3.2778,-39.2689,75.63,88,81,1.48,broken clouds,2022-04-11 00:25:11
469,Barranca,PE,-10.75,-77.7667,68.02,86,31,6.2,scattered clouds,2022-04-11 00:25:12
470,Bandundu,CD,-3.3167,17.3667,73.31,95,88,1.14,light rain,2022-04-11 00:25:12
471,Abnub,EG,27.2696,31.1511,71.82,23,27,6.73,scattered clouds,2022-04-11 00:25:12
472,Jalu,LY,29.0331,21.5482,67.78,27,0,18.99,clear sky,2022-04-11 00:25:13
473,Margate,GB,51.3813,1.3862,46.69,80,100,3.0,overcast clouds,2022-04-11 00:24:50
474,Geneva,US,41.8875,-88.3054,61.0,44,0,25.32,clear sky,2022-04-11 00:21:56
475,Picota,PE,-6.9197,-76.3304,79.29,92,100,1.19,overcast clouds,2022-04-11 00:25:13
476,Salisbury,GB,51.0693,-1.7957,49.01,72,100,8.05,overcast clouds,2022-04-11 00:21:46
477,Batouri,CM,4.4333,14.3667,69.13,93,42,0.11,light rain,2022-04-11 00:25:14
478,Uvinza,TZ,-5.1036,30.3911,65.23,82,59,1.45,broken clouds,2022-04-11 00:25:16
479,Bolotnoye,RU,55.6717,84.3981,8.49,98,37,2.59,scattered clouds,2022-04-11 00:25:16
480,Mar Del Plata,AR,-38.0023,-57.5575,69.1,96,100,10.0,overcast clouds,2022-04-11 00:20:48
481,Henties Bay,NA,-22.116,14.2845,62.31,75,0,2.01,clear sky,2022-04-11 00:25:17
482,Dicabisagan,PH,17.0818,122.4157,79.84,80,95,5.06,overcast clouds,2022-04-11 00:25:18
483,Verkhoyansk,RU,67.5447,133.385,3.83,90,92,3.06,overcast clouds,2022-04-11 00:25:18
484,Tupa,BR,-21.9347,-50.5136,73.96,76,25,6.78,scattered clouds,2022-04-11 00:20:57
485,Kabo,CF,7.6994,18.629,77.97,64,90,7.43,overcast clouds,2022-04-11 00:25:19
486,Tiznit,MA,29.5833,-9.5,64.2,63,39,1.99,scattered clouds,2022-04-11 00:24:47
487,Santa Cruz,BO,-17.8,-63.1667,80.06,78,46,12.66,scattered clouds,2022-04-11 00:21:25
488,Yashkul,RU,46.1711,45.3435,53.24,62,94,7.61,overcast clouds,2022-04-11 00:25:20
489,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.23,70,9,5.08,clear sky,2022-04-11 00:25:20
490,Marsh Harbour,BS,26.5412,-77.0636,68.95,56,0,13.09,clear sky,2022-04-11 00:25:21
491,Kamwenge,UG,0.1866,30.4539,65.55,89,100,0.96,light rain,2022-04-11 00:25:21
492,Guangyuan,CN,32.442,105.823,68.76,67,43,2.8,scattered clouds,2022-04-11 00:25:22
493,Sanwer,IN,22.9833,75.8333,72.25,28,18,8.16,few clouds,2022-04-11 00:25:22
494,Sur,OM,22.5667,59.5289,86.29,33,15,7.65,few clouds,2022-04-11 00:25:23
495,Rockland,US,41.1668,-74.0496,45.23,53,73,8.01,broken clouds,2022-04-11 00:24:25
496,Port Hardy,CA,50.6996,-127.4199,46.58,61,75,11.5,broken clouds,2022-04-11 00:22:37
497,Oriximina,BR,-1.7656,-55.8661,75.02,96,87,3.31,overcast clouds,2022-04-11 00:25:23
498,Panaba,MX,21.2833,-88.2667,80.53,42,32,14.67,scattered clouds,2022-04-11 00:25:24
499,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,68.68,88,62,11.88,light rain,2022-04-11 00:25:25
500,Jalalabad,AF,34.4265,70.4515,77.02,22,97,1.07,overcast clouds,2022-04-11 00:25:25
501,Kemin,KG,42.7846,75.6892,56.53,55,44,5.37,scattered clouds,2022-04-11 00:25:25
502,Zholymbet,KZ,51.7433,71.7122,35.26,66,100,10.87,overcast clouds,2022-04-11 00:25:26
503,Nabire,ID,-3.3667,135.4833,80.85,79,93,2.39,overcast clouds,2022-04-11 00:25:26
504,Amazar,RU,53.858,120.875,28.8,57,100,5.1,overcast clouds,2022-04-11 00:26:27
505,Marsa Matruh,EG,31.3525,27.2453,59.2,88,0,6.91,clear sky,2022-04-11 00:26:28
506,Baruun-Urt,MN,46.6806,113.2792,31.91,61,99,17.81,overcast clouds,2022-04-11 00:26:28
507,Belmonte,BR,-15.8631,-38.8828,77.54,79,10,7.63,clear sky,2022-04-11 00:26:29
508,Obihiro,JP,42.9172,143.2044,42.21,62,92,1.81,overcast clouds,2022-04-11 00:26:29
509,Rock Hill,US,34.9249,-81.0251,62.78,33,0,3.44,clear sky,2022-04-11 00:26:30
510,Jacqueville,CI,5.2052,-4.4146,81.46,88,26,9.82,scattered clouds,2022-04-11 00:26:30
511,Korla,CN,41.7597,86.1469,53.76,51,28,10.87,scattered clouds,2022-04-11 00:26:30
512,Alibag,IN,18.6411,72.8792,82.47,78,98,4.36,overcast clouds,2022-04-11 00:26:31
513,Peleduy,RU,59.6289,112.7406,20.59,83,60,2.06,broken clouds,2022-04-11 00:26:31
514,Devgarh,IN,25.5333,73.9,77.61,16,31,8.66,scattered clouds,2022-04-11 00:26:31
515,Nokia,FI,61.4667,23.5,36.01,87,40,12.66,scattered clouds,2022-04-11 00:26:32
516,Quime,BO,-16.9833,-67.2167,52.21,94,77,2.93,broken clouds,2022-04-11 00:26:32
517,Garowe,SO,8.4054,48.4845,72.9,90,15,6.76,few clouds,2022-04-11 00:26:33
518,Todos Santos,MX,23.45,-110.2167,70.45,70,4,7.43,clear sky,2022-04-11 00:26:33
