City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,Elizabeth City,36.2946,-76.2511,59.02,43,40,19.57,US,2022-04-10 19:28:55
290,Christchurch,-43.5333,172.6333,55.94,92,20,3.44,NZ,2022-04-10 19:27:53
291,Pabellon De Hidalgo,22.1667,-102.35,84.96,20,3,22.28,MX,2022-04-10 19:28:55
292,Saint-Jean-De-Maurienne,45.1667,6.5833,26.04,72,10,3.0,FR,2022-04-10 19:28:56
293,Zeya,53.75,127.2667,29.19,56,100,8.86,RU,2022-04-10 19:28:56
294,Alofi,-19.0595,-169.9187,80.49,89,95,1.14,NU,2022-04-10 19:19:42
295,Mildura,-34.2,142.15,62.56,63,10,6.91,AU,2022-04-10 19:28:57
296,Banda Aceh,5.5577,95.3222,79.88,81,58,2.15,ID,2022-04-10 19:28:57
297,Mitu,1.1983,-70.1733,85.24,63,100,3.02,CO,2022-04-10 19:28:58
298,Maltahohe,-24.8333,16.9833,68.34,30,0,12.24,NA,2022-04-10 19:28:58
299,Rorvik,64.8621,11.2373,39.31,81,75,21.85,NO,2022-04-10 19:28:58
300,Urubicha,-15.3833,-62.95,86.94,56,84,5.17,BO,2022-04-10 19:28:59
301,Lagoa,39.05,-27.9833,55.76,62,60,31.54,PT,2022-04-10 19:28:59
302,Rottingdean,50.8098,-0.0594,48.81,68,100,5.01,GB,2022-04-10 19:28:59
303,Provost,52.3501,-110.2683,36.05,52,100,22.19,CA,2022-04-10 19:29:00
304,Lavrentiya,65.5833,-171.0,22.44,98,78,6.73,RU,2022-04-10 19:19:43
305,Aras,42.5617,-2.356,61.23,59,0,21.85,ES,2022-04-10 19:29:00
306,Souillac,-20.5167,57.5167,77.38,88,75,10.36,MU,2022-04-10 19:29:01
307,Lake Havasu City,34.4839,-114.3224,81.0,5,0,25.32,US,2022-04-10 19:29:01
308,Sembakung,3.8167,117.25,72.64,98,100,1.79,ID,2022-04-10 19:29:01
309,Port-Cartier,50.0334,-66.8654,43.02,99,100,4.27,CA,2022-04-10 19:29:02
310,Millau,44.0833,2.9167,55.53,59,95,6.11,FR,2022-04-10 19:29:02
311,Bentiu,9.2333,29.8333,90.82,33,99,2.53,SS,2022-04-10 19:29:02
312,Tadine,-21.55,167.8833,77.79,84,28,10.47,NC,2022-04-10 19:29:03
313,Kovdor,67.5662,30.4758,30.85,94,100,9.62,RU,2022-04-10 19:29:03
314,Kaseda,31.4167,130.3167,64.02,85,100,9.73,JP,2022-04-10 19:29:03
315,Erzin,36.9559,36.2,59.5,55,27,2.39,TR,2022-04-10 19:29:04
316,Jacqueville,5.2052,-4.4146,82.09,86,9,13.11,CI,2022-04-10 19:30:04
317,Laguna,38.421,-121.4238,71.69,23,0,19.57,US,2022-04-10 19:30:05
318,Usvyaty,55.7456,30.7533,36.86,76,100,4.29,RU,2022-04-10 19:30:06
319,Narsaq,60.9167,-46.05,39.42,42,100,1.97,GL,2022-04-10 19:29:13
320,Naze,28.3667,129.4833,67.12,92,88,10.6,JP,2022-04-10 19:30:07
321,Caravelas,-17.7125,-39.2481,81.07,74,10,7.4,BR,2022-04-10 19:30:07
322,Lompoc,34.6391,-120.4579,79.7,52,0,21.99,US,2022-04-10 19:30:08
323,Port Macquarie,-31.4333,152.9167,59.9,91,12,5.06,AU,2022-04-10 19:30:08
324,Pochutla,15.7432,-96.4661,90.82,40,66,8.93,MX,2022-04-10 19:30:09
325,Oroville,39.5138,-121.5564,69.87,20,0,21.85,US,2022-04-10 19:30:09
326,Marawi,7.9986,124.2928,68.22,94,100,6.96,PH,2022-04-10 19:29:12
327,Alquizar,22.8058,-82.5842,77.49,33,47,15.3,CU,2022-04-10 19:30:09
328,Fuerte Olimpo,-21.0415,-57.8738,98.31,29,94,9.93,PY,2022-04-10 19:30:10
329,Karratha,-20.7377,116.8463,79.65,39,1,10.78,AU,2022-04-10 19:30:10
330,Yatou,37.15,122.3833,51.19,96,19,11.01,CN,2022-04-10 19:30:11
331,Akureyri,65.6835,-18.0878,33.73,75,0,8.05,IS,2022-04-10 19:30:11
332,Atocha,-20.9333,-66.2333,59.22,11,62,24.02,BO,2022-04-10 19:30:11
333,Bulawayo,-20.15,28.5833,58.44,93,100,11.5,ZW,2022-04-10 19:30:12
334,Koson,39.0375,65.585,71.92,35,100,10.13,UZ,2022-04-10 19:30:12
335,The Pas,53.8251,-101.2541,33.82,55,100,16.11,CA,2022-04-10 19:30:12
336,Ylivieska,64.0833,24.55,30.88,97,100,3.65,FI,2022-04-10 19:30:13
337,Zemio,5.0314,25.1361,68.25,92,100,0.96,CF,2022-04-10 19:30:13
338,Kirensk,57.7853,108.1119,23.7,98,100,1.52,RU,2022-04-10 19:30:14
339,Svetlyy,54.675,20.1347,41.05,74,25,13.96,RU,2022-04-10 19:30:14
340,Mattru,7.6244,-11.8332,80.19,82,100,3.74,SL,2022-04-10 19:30:14
341,Kailua,21.4022,-157.7394,79.48,70,49,3.0,US,2022-04-10 19:30:15
342,Komsomolskiy,40.4272,71.7189,66.92,59,45,6.91,UZ,2022-04-10 19:30:15
343,Almansa,38.8692,-1.0971,53.38,85,100,7.74,ES,2022-04-10 19:29:45
344,Nizwa,22.9333,57.5333,82.13,13,16,2.84,OM,2022-04-10 19:30:16
345,Glenwood Springs,39.5505,-107.3248,45.52,30,0,9.22,US,2022-04-10 19:30:16
346,Yerofey Pavlovich,53.9667,121.9667,19.78,88,100,4.25,RU,2022-04-10 19:30:16
347,Aleksinac,43.5417,21.7078,46.96,71,100,14.99,RS,2022-04-10 19:30:17
348,Sabang,5.8933,95.3214,83.01,71,97,2.82,ID,2022-04-10 19:30:17
349,Kavieng,-2.5744,150.7967,81.55,78,99,9.55,PG,2022-04-10 19:30:17
350,Kumluca,36.3703,30.2869,59.88,87,95,0.49,TR,2022-04-10 19:30:18
351,Tucupita,9.0622,-62.051,93.87,38,96,9.51,VE,2022-04-10 19:30:18
352,Pinega,64.7001,43.3936,35.46,91,99,9.31,RU,2022-04-10 19:30:18
353,Cuiaba,-15.5961,-56.0967,84.13,70,75,8.05,BR,2022-04-10 19:29:16
354,Rawson,-43.3002,-65.1023,59.88,51,25,23.55,AR,2022-04-10 19:30:19
355,Hatillo,18.4863,-66.8254,86.38,75,93,7.9,PR,2022-04-10 19:30:19
356,Obo,5.3998,26.4869,68.63,93,100,2.42,CF,2022-04-10 19:30:19
357,Concordia,-31.393,-58.0209,75.78,83,86,10.0,AR,2022-04-10 19:30:20
358,Buala,-8.145,159.5921,79.29,80,91,2.51,SB,2022-04-10 19:29:03
359,Sibolga,1.7427,98.7792,76.48,89,100,2.37,ID,2022-04-10 19:30:20
360,Puerto Del Rosario,28.5004,-13.8627,67.75,73,0,5.75,ES,2022-04-10 19:30:20
361,Arkhangelsk,64.5401,40.5433,35.71,93,20,6.71,RU,2022-04-10 19:30:21
362,Camana,-16.6228,-72.7111,71.69,69,14,10.58,PE,2022-04-10 19:30:21
363,Mercedes,-34.6515,-59.4307,80.04,38,33,12.35,AR,2022-04-10 19:30:21
364,Mangan,27.5167,88.5333,65.34,73,29,5.73,IN,2022-04-10 19:31:22
365,Muros,42.7762,-9.0603,60.1,78,40,14.45,ES,2022-04-10 19:31:22
366,Coolum Beach,-26.5333,153.1,68.34,97,44,8.46,AU,2022-04-10 19:31:23
367,Codrington,-38.2667,141.9667,58.05,58,98,10.4,AU,2022-04-10 19:31:23
368,Arlit,18.7369,7.3853,89.24,7,0,2.57,NE,2022-04-10 19:31:23
369,Atar,20.5169,-13.0499,85.77,5,5,6.98,MR,2022-04-10 19:31:24
370,Americus,32.0724,-84.2327,77.13,18,0,0.0,US,2022-04-10 19:31:24
371,Matagami,49.7502,-77.6328,30.31,74,100,10.36,CA,2022-04-10 19:31:24
372,Fria,10.4167,-13.5833,79.21,69,3,6.98,GN,2022-04-10 19:31:25
373,Ixtapa,20.7,-105.2,79.83,74,20,13.8,MX,2022-04-10 19:31:25
374,Presidencia Roque Saenz Pena,-26.7852,-60.4388,81.16,80,90,8.55,AR,2022-04-10 19:31:25
375,Kruisfontein,-34.0033,24.7314,65.88,90,27,6.53,ZA,2022-04-10 19:29:08
376,Cedar Rapids,42.0083,-91.6441,68.11,37,0,27.63,US,2022-04-10 19:29:12
377,Ascension,30.2169,-90.9001,83.05,39,0,17.27,US,2022-04-10 19:31:26
378,Obihiro,42.9172,143.2044,39.87,91,88,3.24,JP,2022-04-10 19:31:26
379,North Bend,43.4065,-124.2243,49.15,90,100,5.75,US,2022-04-10 19:27:28
380,Luzilandia,-3.4578,-42.3703,76.57,94,98,8.28,BR,2022-04-10 19:31:27
381,Altay,47.8667,88.1167,32.22,46,0,7.61,CN,2022-04-10 19:31:27
382,Salalah,17.0151,54.0924,82.49,83,0,3.44,OM,2022-04-10 19:31:27
383,Esna,25.2934,32.554,86.02,11,0,12.77,EG,2022-04-10 19:31:28
384,Isangel,-19.55,169.2667,78.91,82,53,7.63,VU,2022-04-10 19:29:07
385,Guarda,40.5373,-7.2658,51.73,65,100,12.35,PT,2022-04-10 19:31:28
386,Mayya,61.7333,130.2811,13.32,97,92,3.87,RU,2022-04-10 19:31:29
387,San Jose,37.3394,-121.895,73.49,21,75,14.97,US,2022-04-10 19:28:38
388,Hay River,60.8156,-115.7999,13.98,73,75,24.16,CA,2022-04-10 19:31:29
389,Goma,-1.6792,29.2228,63.37,88,95,3.53,CD,2022-04-10 19:31:29
390,Port Augusta,-32.5,137.7667,65.55,76,6,12.26,AU,2022-04-10 19:31:30
391,Fenton,42.7978,-83.7049,56.41,43,0,4.61,US,2022-04-10 19:31:30
392,Odesskoye,54.2111,72.9651,36.28,71,4,8.63,RU,2022-04-10 19:31:30
393,Fuyu,45.1833,124.8167,49.89,49,100,9.93,CN,2022-04-10 19:31:31
394,Husavik,66.0449,-17.3389,31.44,83,100,3.36,IS,2022-04-10 19:30:15
395,Kenora,49.8167,-94.4337,43.77,65,100,8.05,CA,2022-04-10 19:30:24
396,Xuddur,4.1213,43.8894,80.02,57,72,20.65,SO,2022-04-10 19:31:31
397,Udhampur,32.9333,75.1333,76.41,26,0,11.05,IN,2022-04-10 19:31:32
398,Tambura,5.6,27.4667,69.75,90,100,8.86,SS,2022-04-10 19:31:32
399,Tessalit,20.1986,1.0114,86.4,5,0,7.16,ML,2022-04-10 19:31:32
400,Northam,51.0333,-4.2167,47.66,64,100,19.06,GB,2022-04-10 19:31:33
401,Bairiki,1.3292,172.9752,80.6,83,75,8.05,KI,2022-04-10 19:31:33
402,Hamilton,39.1834,-84.5333,63.25,38,0,12.66,US,2022-04-10 19:31:26
403,Berlevag,70.8578,29.0864,37.35,87,100,18.41,NO,2022-04-10 19:31:34
404,Veraval,20.9,70.3667,80.33,79,3,8.3,IN,2022-04-10 19:31:34
405,Singkawang,0.9,109.0,75.76,85,84,2.84,ID,2022-04-10 19:31:34
406,Zhucheng,35.9947,119.3975,59.5,80,0,6.51,CN,2022-04-10 19:31:35
407,Brokopondo,4.75,-55.1667,79.36,88,100,8.97,SR,2022-04-10 19:31:35
408,Gotsu,35.0,132.2167,56.98,67,100,5.75,JP,2022-04-10 19:31:35
409,Garbolovo,60.3413,30.4955,34.99,85,16,10.65,RU,2022-04-10 19:31:36
410,Vagur,61.4732,-6.8119,36.05,64,100,11.97,FO,2022-04-10 19:31:36
411,Halifax,44.6453,-63.5724,45.68,95,100,1.99,CA,2022-04-10 19:29:56
412,Pilar,-9.5972,-35.9567,84.13,72,8,7.9,BR,2022-04-10 19:31:37
413,Menongue,-14.6585,17.691,64.6,87,100,6.35,AO,2022-04-10 19:32:37
414,Bayan,46.0833,127.4,45.46,62,100,5.06,CN,2022-04-10 19:32:37
415,Goure,13.9835,10.2704,85.73,8,100,2.98,NE,2022-04-10 19:32:38
416,Iralaya,15.0,-83.2333,80.67,79,100,14.41,HN,2022-04-10 19:32:38
417,Kitimat,54.0524,-128.6534,45.91,62,46,4.56,CA,2022-04-10 19:32:38
418,Bambanglipuro,-7.95,110.2833,75.54,90,79,2.8,ID,2022-04-10 19:32:39
419,Stephenville,32.2207,-98.2023,85.24,32,0,10.36,US,2022-04-10 19:32:39
420,Valleyview,55.0667,-117.2859,32.04,47,100,20.71,CA,2022-04-10 19:32:39
421,Fare,-16.7,-151.0167,82.08,74,28,16.49,PF,2022-04-10 19:32:40
422,Godda,24.8333,87.2167,77.76,72,0,11.18,IN,2022-04-10 19:32:40
423,Shizunai,42.3339,142.3669,42.28,85,9,7.92,JP,2022-04-10 19:32:41
424,Pathein,16.7833,94.7333,77.7,81,8,6.53,MM,2022-04-10 19:32:41
425,Boende,-0.2167,20.8667,71.4,99,100,0.38,CD,2022-04-10 19:32:41
426,Awbari,26.5921,12.7805,77.22,19,0,14.72,LY,2022-04-10 19:32:42
427,Campbell River,50.0163,-125.2446,43.59,56,100,4.61,CA,2022-04-10 19:31:38
428,Seydi,39.4816,62.9137,75.83,32,100,16.93,TM,2022-04-10 19:32:42
429,Drakhtik,40.565,45.2367,43.74,62,88,3.27,AM,2022-04-10 19:32:43
430,Holt,42.6406,-84.5153,58.12,36,0,6.91,US,2022-04-10 19:32:43
431,Rocha,-34.4833,-54.3333,74.43,64,4,16.15,UY,2022-04-10 19:30:26
432,Bachaquero,9.9694,-71.1494,85.91,65,99,8.5,VE,2022-04-10 19:32:43
433,Jutai,-5.1833,-68.9,79.45,92,100,1.52,BR,2022-04-10 19:32:44
434,Toppenish,46.3774,-120.3087,50.02,41,96,6.87,US,2022-04-10 19:32:44
435,Manoel Urbano,-8.8389,-69.2597,82.56,69,100,5.5,BR,2022-04-10 19:32:44
436,Loa Janan,-0.583,117.095,72.91,99,90,2.57,ID,2022-04-10 19:32:45
437,Sao Felix Do Xingu,-6.6447,-51.995,81.43,89,87,2.77,BR,2022-04-10 19:32:45
438,Pueblo Nuevo,23.3833,-105.3833,71.94,24,0,10.29,MX,2022-04-10 19:32:45
439,Kasane,-17.8167,25.15,64.51,90,100,3.96,BW,2022-04-10 19:32:46
440,Maturin,9.75,-63.1767,95.95,30,99,14.83,VE,2022-04-10 19:32:46
441,Evensk,61.95,159.2333,4.46,77,99,10.78,RU,2022-04-10 19:32:46
442,San Andres,12.5847,-81.7006,82.42,74,40,12.66,CO,2022-04-10 19:30:07
443,Soubre,5.7856,-6.6083,75.34,92,100,3.4,CI,2022-04-10 19:32:47
444,Ucluelet,48.9329,-125.5528,43.11,84,73,4.03,CA,2022-04-10 19:30:52
445,Katsuura,35.1333,140.3,61.74,90,100,12.5,JP,2022-04-10 19:31:29
446,Tanabe,33.7333,135.3667,58.35,84,100,3.69,JP,2022-04-10 19:32:47
447,Balabac,7.9868,117.0645,76.26,87,100,6.08,PH,2022-04-10 19:30:16
448,Monzon,41.9108,0.1941,56.62,87,97,6.82,ES,2022-04-10 19:32:48
449,Shimanovsk,52.0,127.7,27.34,95,100,12.06,RU,2022-04-10 19:32:48
450,Maketu,-37.7667,176.45,55.62,99,0,2.64,NZ,2022-04-10 19:32:49
451,Bengkulu,-3.8004,102.2655,75.25,91,68,3.38,ID,2022-04-10 19:32:43
452,Nekhayevskiy,50.4106,41.7561,55.96,63,100,7.67,RU,2022-04-10 19:32:49
453,Penzance,50.1186,-5.5371,50.68,79,100,23.17,GB,2022-04-10 19:32:50
454,Sydney,-33.8679,151.2073,63.84,95,0,8.99,AU,2022-04-10 19:30:51
455,Coahuayana,18.7333,-103.6833,91.49,40,100,8.16,MX,2022-04-10 19:32:50
456,Akyab,20.15,92.9,80.06,82,68,3.18,MM,2022-04-10 19:32:50
457,Airai,-8.9266,125.4092,57.69,72,92,1.79,TL,2022-04-10 19:31:29
458,Ziniare,12.5822,-1.2983,91.44,19,73,5.28,BF,2022-04-10 19:32:51
459,Damaturu,11.747,11.9608,89.06,20,40,3.06,NG,2022-04-10 19:33:51
460,Vila Franca Do Campo,37.7167,-25.4333,57.61,68,72,21.32,PT,2022-04-10 19:33:52
461,Talnakh,69.4865,88.3972,-2.65,98,95,4.12,RU,2022-04-10 19:33:52
462,La Ronge,55.1001,-105.2842,25.05,54,100,17.27,CA,2022-04-10 19:31:32
463,Sandnessjoen,66.0217,12.6316,37.92,92,75,5.01,NO,2022-04-10 19:33:52
464,San Policarpo,12.1791,125.5072,79.38,87,100,19.1,PH,2022-04-10 19:33:53
465,Langsa,4.4683,97.9683,74.61,94,77,2.08,ID,2022-04-10 19:33:53
466,Bud,39.447,-86.1758,64.4,40,99,15.61,US,2022-04-10 19:33:54
467,Yeppoon,-23.1333,150.7333,69.58,88,57,13.31,AU,2022-04-10 19:33:54
468,Dongsheng,39.8161,109.9776,53.35,19,100,24.4,CN,2022-04-10 19:33:54
469,Borovnica,45.9158,14.3631,41.86,75,59,2.13,SI,2022-04-10 19:33:55
470,Zapolyarnyy,69.4154,30.8136,33.08,98,100,21.27,RU,2022-04-10 19:33:55
471,Khatanga,71.9667,102.5,0.23,98,97,0.49,RU,2022-04-10 19:33:55
472,Lakatoro,-16.0999,167.4164,80.92,81,27,7.78,VU,2022-04-10 19:33:56
473,Puerto Escondido,15.85,-97.0667,88.63,66,0,6.91,MX,2022-04-10 19:31:53
474,Fomboni,-12.28,43.7425,83.41,70,19,11.45,KM,2022-04-10 19:33:56
475,Atherton,53.5237,-2.4935,51.26,51,100,1.99,GB,2022-04-10 19:33:56
476,Sakakah,29.9697,40.2064,78.37,17,74,7.45,SA,2022-04-10 19:33:57
477,Tournon-Sur-Rhone,45.0667,4.8333,50.27,62,71,2.37,FR,2022-04-10 19:33:57
478,Caltanissetta,37.3745,14.0642,41.59,81,6,5.46,IT,2022-04-10 19:33:58
479,Bundaberg,-24.85,152.35,68.29,98,8,6.91,AU,2022-04-10 19:33:58
480,Vila,42.0304,-8.1588,50.7,83,79,6.8,PT,2022-04-10 19:33:58
481,Gejiu,23.306,103.1635,52.03,82,0,2.84,CN,2022-04-10 19:33:59
482,Pangnirtung,66.1451,-65.7125,19.4,68,75,6.91,CA,2022-04-10 19:33:59
483,Grand Gaube,-20.0064,57.6608,77.4,87,12,1.99,MU,2022-04-10 19:33:59
484,Eureka,40.8021,-124.1637,59.74,68,80,10.0,US,2022-04-10 19:34:00
485,Luderitz,-26.6481,15.1594,69.01,58,0,11.45,NA,2022-04-10 19:34:00
486,Gazli,40.1333,63.45,76.62,28,98,16.13,UZ,2022-04-10 19:34:01
487,Khasan,42.4308,130.6434,38.71,97,98,2.75,RU,2022-04-10 19:34:01
488,Bilibino,68.0546,166.4372,-14.21,97,100,2.21,RU,2022-04-10 19:34:01
489,Tanout,14.9709,8.8879,88.3,8,3,4.99,NE,2022-04-10 19:34:02
490,Santa Maria Da Boa Vista,-8.8078,-39.8256,94.59,30,98,7.49,BR,2022-04-10 19:34:02
491,San Patricio,28.017,-97.5169,89.17,55,92,27.34,US,2022-04-10 19:34:02
492,Taltal,-25.4,-70.4833,64.63,68,23,4.34,CL,2022-04-10 19:30:26
493,Kasongo-Lunda,-6.4667,16.8167,70.65,97,100,2.95,CD,2022-04-10 19:34:03
494,Campos Belos,-13.0367,-46.7717,90.39,32,2,3.29,BR,2022-04-10 19:34:03
495,Roald,62.5833,6.1333,41.32,60,40,13.8,NO,2022-04-10 19:34:03
496,Vitim,59.4511,112.5578,7.27,97,68,1.63,RU,2022-04-10 19:34:04
497,Bilokurakyne,49.5341,38.7307,56.03,66,96,6.44,UA,2022-04-10 19:34:04
498,Kaspiysk,42.8816,47.6392,50.23,87,35,8.99,RU,2022-04-10 19:34:04
499,Camabatela,-8.1881,15.375,61.72,96,100,2.91,AO,2022-04-10 19:34:05
500,Aliwal North,-30.6937,26.7114,50.61,87,97,3.98,ZA,2022-04-10 19:34:05
501,Ekhabi,53.5102,142.9671,19.9,93,100,9.13,RU,2022-04-10 19:34:05
502,Ankazoabo,-22.2833,44.5167,72.45,65,17,4.7,MG,2022-04-10 19:35:06
503,Joshimath,30.5667,79.5667,56.79,33,0,8.81,IN,2022-04-10 19:35:06
504,Mandalgovi,45.7625,106.2708,24.26,84,71,30.4,MN,2022-04-10 19:35:07
505,Lorengau,-2.0226,147.2712,81.01,81,43,9.57,PG,2022-04-10 19:35:07
506,Mormugao,15.4,73.8,78.06,83,75,9.22,IN,2022-04-10 19:35:07
507,Mopipi,-21.1833,24.8833,68.58,72,50,12.95,BW,2022-04-10 19:35:08
508,Bayji,34.9311,43.487,74.23,21,24,6.11,IQ,2022-04-10 19:35:08
509,Tamiami,25.7587,-80.3984,79.02,51,40,11.5,US,2022-04-10 19:35:08
510,Buritizeiro,-17.3511,-44.9622,84.2,53,100,4.76,BR,2022-04-10 19:35:09
511,Domoni,-12.2569,44.5319,79.97,83,23,8.63,KM,2022-04-10 19:35:09
512,Abu Kamal,34.4506,40.9171,73.94,22,32,10.51,SY,2022-04-10 19:35:09
513,Khani,41.9563,42.9566,51.37,63,100,7.87,GE,2022-04-10 19:35:10
514,Udachnyy,66.4167,112.4,1.8,100,95,2.86,RU,2022-04-10 19:35:10
515,Abha,18.2164,42.5053,66.02,55,0,4.61,SA,2022-04-10 19:35:10
516,Jiaozuo,35.2397,113.2331,69.35,47,0,1.79,CN,2022-04-10 19:35:11
517,Faanui,-16.4833,-151.75,82.33,72,3,15.84,PF,2022-04-10 19:35:11
518,Mountain Home,43.133,-115.6912,45.88,100,75,13.8,US,2022-04-10 19:32:07
519,Luba,3.4568,8.5547,81.01,84,70,8.55,GQ,2022-04-10 19:35:12
520,Harer,9.3094,42.1258,65.53,59,65,5.21,ET,2022-04-10 19:35:12
521,Sola,-13.8833,167.55,81.73,76,32,9.24,VU,2022-04-10 19:35:12
522,Fortuna,40.5982,-124.1573,55.92,64,75,17.27,US,2022-04-10 19:29:28
523,Tuatapere,-46.1333,167.6833,46.22,88,2,6.98,NZ,2022-04-10 19:35:13
524,Pierre,44.3683,-100.351,56.86,37,100,21.85,US,2022-04-10 19:35:13
525,Mashivka,49.4431,34.8669,52.23,82,96,5.1,UA,2022-04-10 19:35:13
526,Puerto Varas,-41.3195,-72.9854,57.42,62,40,8.05,CL,2022-04-10 19:33:29
527,Sumbe,-11.2061,13.8437,77.49,90,90,6.85,AO,2022-04-10 19:35:14
528,Nanortalik,60.1432,-45.2371,31.87,80,100,4.5,GL,2022-04-10 19:35:14
529,High Level,58.5169,-117.136,26.71,63,75,17.27,CA,2022-04-10 19:35:15
530,Wabana,47.6332,-52.9481,41.56,91,100,10.36,CA,2022-04-10 19:35:15
531,Jinxiang,27.4327,120.6062,64.0,90,66,4.81,CN,2022-04-10 19:33:56
532,Buraydah,26.326,43.975,82.85,14,8,11.12,SA,2022-04-10 19:35:15
533,Tiksi,71.6872,128.8694,-15.59,100,99,2.24,RU,2022-04-10 19:35:16
534,Samarkand,39.6542,66.9597,69.22,49,100,20.71,UZ,2022-04-10 19:35:16
535,Letlhakeng,-24.0944,25.0298,61.27,89,100,11.59,BW,2022-04-10 19:35:16
536,Shimoda,34.6667,138.95,60.1,83,100,6.71,JP,2022-04-10 19:35:17
537,Pedernales,18.0384,-71.744,82.42,64,68,7.87,DO,2022-04-10 19:35:17
538,Nioro,13.35,-15.75,87.93,27,40,10.33,GM,2022-04-10 19:35:17
539,Adjumani,3.3779,31.7909,78.8,44,100,2.71,UG,2022-04-10 19:35:18
540,Sangar,63.9242,127.4739,-9.29,91,10,1.45,RU,2022-04-10 19:35:18
541,Aleksandrov Gay,50.147,48.5704,52.68,76,14,5.23,RU,2022-04-10 19:35:18
542,Sambava,-14.2667,50.1667,75.49,90,56,9.78,MG,2022-04-10 19:35:19
543,Onega,63.9061,38.1404,32.95,87,40,11.7,RU,2022-04-10 19:35:19
544,Chara,56.9064,118.2631,7.9,83,99,2.53,RU,2022-04-10 19:35:19
545,Nandikotkur,15.8667,78.2667,85.19,45,87,10.4,IN,2022-04-10 19:35:20
546,Bucerias,20.75,-105.3333,80.58,74,20,13.8,MX,2022-04-10 19:35:20
547,Strezhevoy,60.7333,77.5889,17.64,92,99,5.28,RU,2022-04-10 19:35:20
548,Sorland,67.667,12.6934,37.26,66,77,19.1,NO,2022-04-10 19:35:21
549,Scottsbluff,41.8666,-103.6672,48.43,23,75,32.21,US,2022-04-10 19:36:21
550,Verkhnevilyuysk,63.4453,120.3167,-2.16,100,100,2.21,RU,2022-04-10 19:36:21
551,Sultanpur,26.2667,82.0667,84.15,28,0,8.23,IN,2022-04-10 19:36:22
552,Lundazi,-12.2929,33.1782,62.78,96,100,6.38,ZM,2022-04-10 19:36:22
553,Ocos,14.5094,-92.1933,93.38,60,50,13.2,GT,2022-04-10 19:36:22
